dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,test_indices_file,r2_score,mse,rmse,mae,mape,train_r2,test_r2,model,evaluation_method,suspicious
regression__easy__quantbruce_real-estate-price-prediction__Real estate,regression__easy__quantbruce_real-estate-price-prediction__Real estate__variant_05_of_05.json,regression,Y house price of unit area,linear,success,,,,,,83.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/quantbruce_real-estate-price-prediction/Real estate.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__quantbruce_real-estate-price-prediction__Real estate.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6745,54.602,7.3893,5.418,17.692,,,DeepSeek,Corrected (test_indices),False
regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_01_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_02_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_03_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_04_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_05_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1),regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1)__variant_01_of_05.json,regression,MEDV,linear,success,,,,,,102.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/sakshisatre_the-boston-housing-dataset/Boston (1).csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1).pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6688,24.2911,4.9286,3.1891,16.8664,,,DeepSeek,Corrected (test_indices),False
regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1),regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1)__variant_02_of_05.json,regression,MEDV,linear,success,,,,,,102.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/sakshisatre_the-boston-housing-dataset/Boston (1).csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1).pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6688,24.2911,4.9286,3.1891,16.8664,,,DeepSeek,Corrected (test_indices),False
regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1),regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1)__variant_03_of_05.json,regression,MEDV,linear,success,,,,,,102.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/sakshisatre_the-boston-housing-dataset/Boston (1).csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1).pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6688,24.2911,4.9286,3.1891,16.8664,,,DeepSeek,Corrected (test_indices),False
regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1),regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1)__variant_04_of_05.json,regression,MEDV,linear,success,,,,,,102.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/sakshisatre_the-boston-housing-dataset/Boston (1).csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1).pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6688,24.2911,4.9286,3.1891,16.8664,,,DeepSeek,Corrected (test_indices),False
regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1),regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1)__variant_05_of_05.json,regression,MEDV,linear,success,,,,,,102.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/sakshisatre_the-boston-housing-dataset/Boston (1).csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1).pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.6688,24.2911,4.9286,3.1891,16.8664,,,DeepSeek,Corrected (test_indices),False
regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows,regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows__variant_01_of_05.json,regression,KLF14_2,linear,success,,,,,,21.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/thedevastator_age-prediction-for-individuals-using-multi-omic/test_rows.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.3535,2.5586,1.5996,1.3572,63.5413,,,DeepSeek,Corrected (test_indices),False
regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows,regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows__variant_02_of_05.json,regression,KLF14_2,linear,success,,,,,,21.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/thedevastator_age-prediction-for-individuals-using-multi-omic/test_rows.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.3535,2.5586,1.5996,1.3572,63.5413,,,DeepSeek,Corrected (test_indices),False
regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows,regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows__variant_03_of_05.json,regression,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/thedevastator_age-prediction-for-individuals-using-multi-omic/test_rows.csv,,0.0,[],,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows,regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows__variant_04_of_05.json,regression,KLF14_2,linear,success,,,,,,21.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/thedevastator_age-prediction-for-individuals-using-multi-omic/test_rows.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.3535,2.5586,1.5996,1.3572,63.5413,,,DeepSeek,Corrected (test_indices),False
regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows,regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows__variant_05_of_05.json,regression,KLF14_2,linear,success,,,,,,21.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/thedevastator_age-prediction-for-individuals-using-multi-omic/test_rows.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows.pkl,2.0,"['1:train_regression_model', '2:evaluate_regression_model']",,,,,,,,,0.3535,2.5586,1.5996,1.3572,63.5413,,,DeepSeek,Corrected (test_indices),False
regression__easy__zubairdhuddi_linear-regression__test,regression__easy__zubairdhuddi_linear-regression__test__variant_01_of_05.json,regression,y,linear,success,,,,,,60.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/zubairdhuddi_linear-regression/test.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__zubairdhuddi_linear-regression__test.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.9909,9.2594,3.0429,2.5178,21.074,,,DeepSeek,Corrected (test_indices),True
regression__easy__zubairdhuddi_linear-regression__test,regression__easy__zubairdhuddi_linear-regression__test__variant_02_of_05.json,regression,y,linear,success,,,,,,60.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/zubairdhuddi_linear-regression/test.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__zubairdhuddi_linear-regression__test.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.9909,9.2594,3.0429,2.5178,21.074,,,DeepSeek,Corrected (test_indices),True
regression__easy__zubairdhuddi_linear-regression__test,regression__easy__zubairdhuddi_linear-regression__test__variant_03_of_05.json,regression,y,linear,success,,,,,,60.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/zubairdhuddi_linear-regression/test.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__zubairdhuddi_linear-regression__test.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.9909,9.2594,3.0429,2.5178,21.074,,,DeepSeek,Corrected (test_indices),True
regression__easy__zubairdhuddi_linear-regression__test,regression__easy__zubairdhuddi_linear-regression__test__variant_04_of_05.json,regression,y,random_forest,success,,,,,,60.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/zubairdhuddi_linear-regression/test.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__zubairdhuddi_linear-regression__test.pkl,2.0,"['1:train_regression_model', '2:evaluate_regression_model']",,,,,,,,,0.9905,9.6809,3.1114,2.5056,22.9098,,,DeepSeek,Corrected (test_indices),True
regression__easy__zubairdhuddi_linear-regression__test,regression__easy__zubairdhuddi_linear-regression__test__variant_05_of_05.json,regression,y,linear,success,,,,,,60.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/zubairdhuddi_linear-regression/test.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__zubairdhuddi_linear-regression__test.pkl,2.0,"['1:load_csv', '2:train_regression_model']",regression,,,-0.0023,240.0,['x'],/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__zubairdhuddi_linear-regression__test.pkl,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__easy__zubairdhuddi_linear-regression__test_test_indices.json,,9.2594,3.0429,2.5178,,0.9885,0.9909,DeepSeek,Corrected (test_indices),False
